"FUND_CODE","FUND_NAME","ITEM_TYPE","SOURCE_DESCRIPTION","CATEGORY","src.cat"
"7E95L","CVT/Veterinary/Fell","652250001171","MSU","Gift Aid","MSU_GiftAid"
"7E97L","MultiCult/Psy/End/Fell","652250001175","MSU","Gift Aid","MSU_GiftAid"
"7F02L","Roosevelt/End/Fell","652250001180","MSU","Gift Aid","MSU_GiftAid"
"7F04L","BenekeEndow/Fell","652250001185","MSU","Gift Aid","MSU_GiftAid"
"7F05L","KiserEndow/Fell","652250001190","MSU","Gift Aid","MSU_GiftAid"
"7F09L","PattulloFund/Fell","652250001195","MSU","Gift Aid","MSU_GiftAid"
"7F10L","SteindlerEnd/Fell","652250001200","MSU","Gift Aid","MSU_GiftAid"
"7F12L","PorterGradEnd/Fell","652250001205","MSU","Gift Aid","MSU_GiftAid"
"7F40L","RickerEnd/Fell","652250001210","MSU","Gift Aid","MSU_GiftAid"
"7F50L","MarshallEnd/Fell","652250001220","MSU","Gift Aid","MSU_GiftAid"
"7F83L","BUS/GuidantFdn/Fell","652250001235","MSU","Gift Aid","MSU_GiftAid"
"7G07L","COEN/BrownEnd/Fell","652250001245","MSU","Gift Aid","MSU_GiftAid"
"7G09L","COEN/BarrettEnd/Fell","652250001250","MSU","Gift Aid","MSU_GiftAid"
"7G42L","GRAD/COGSFund/Fell","652250001255","MSU","Gift Aid","MSU_GiftAid"
"7G72L","GRAD/TIAACREF/Fell","652250001260","MSU","Gift Aid","MSU_GiftAid"
"7G73L","GRAD/SchremsAwd/Fell","652250001265","MSU","Gift Aid","MSU_GiftAid"
"7G84L","CANR/GlassenEnd/Fell","652250001270","MSU","Gift Aid","MSU_GiftAid"
"7G91L","CAN//Entomol/Fell","652250001276","MSU","Gift Aid","MSU_GiftAid"
"7G93L","CSS/CoreyRsh/Fell","652250001280","MSU","Gift Aid","MSU_GiftAid"
"7G92L","CVM/Vet/Med/Fell","652250001281","MSU","Gift Aid","MSU_GiftAid"
"7G95L","CHM/EndFundforInnov/Fell","652250001285","MSU","Gift Aid","MSU_GiftAid"
"7G96L","CVM/Veterinary/Fell","652250001286","MSU","Gift Aid","MSU_GiftAid"
"7H42L","COEd/LorimerEnd/Fell","652250001290","MSU","Gift Aid","MSU_GiftAid"
"7H41L","CNS/Nat/Fell","652250001291","MSU","Gift Aid","MSU_GiftAid"
"7H43L","COEd/BolgerMemEnd/Fell","652250001295","MSU","Gift Aid","MSU_GiftAid"
"7H45L","EB/Finance/Fell","652250001296","MSU","Gift Aid","MSU_GiftAid"
"7H51L","CAN/Agricultural/Fell","652250001301","MSU","Gift Aid","MSU_GiftAid"
"7H53L","BUS/Broad/FTMBAEnd/Fell","652250001305","MSU","Gift Aid","MSU_GiftAid"
"7H54L","COE/Educ/Psych/Fell","652250001306","MSU","Gift Aid","MSU_GiftAid"
"7H56L","COEd/BrophyEnd/Fell","652250001310","MSU","Gift Aid","MSU_GiftAid"
"7H57L","COEd/Alumni/Fell","652250001315","MSU","Gift Aid","MSU_GiftAid"
"7H60L","COEd/GylnGrnMiller/Fell","652250001325","MSU","Gift Aid","MSU_GiftAid"
"7H62L","COEd/MarstonFund/Fell","652250001330","MSU","Gift Aid","MSU_GiftAid"
"7H71L","COEd/KinesiologyEnd/Fell","652250001335","MSU","Gift Aid","MSU_GiftAid"
"7H72L","COEd/MontoyeEnd/Fell","652250001340","MSU","Gift Aid","MSU_GiftAid"
"7H73L","COEd/TeachEdEnd/Fell","652250001345","MSU","Gift Aid","MSU_GiftAid"
"7H74L","COEd/VotrubaFund/Fell","652250001350","MSU","Gift Aid","MSU_GiftAid"
"7H75L","COEd/CampbellEnd/Fell","652250001355","MSU","Gift Aid","MSU_GiftAid"
"7H76L","COEd/CherneyEnd/Fell","652250001360","MSU","Gift Aid","MSU_GiftAid"
"7H77L","COEd/GoldhammerEnd/Fell","652250001365","MSU","Gift Aid","MSU_GiftAid"
"7H78L","COEd/HeilmanEnd/Fell","652250001370","MSU","Gift Aid","MSU_GiftAid"
"7H79L","COEd/TaylorRshGrnt/Fell","652250001375","MSU","Gift Aid","MSU_GiftAid"
"7H81L","COEd/HeusnerEnd/Fell","652250001385","MSU","Gift Aid","MSU_GiftAid"
"7H82L","CAN/Entom/Fell","652250001386","MSU","Gift Aid","MSU_GiftAid"
"7H83L","CE/Educational/Fell","652250001387","MSU","Gift Aid","MSU_GiftAid"
"7I16L","CNS/GeologicalSci/Fell","652250001390","MSU","Gift Aid","MSU_GiftAid"
"7I70L","CNS/Botny/RodmanEnd/Fell","652250001410","MSU","Gift Aid","MSU_GiftAid"
"7I88L","CSS/Psychology/Fell","652250001416","MSU","Gift Aid","MSU_GiftAid"
"7I94L","CSS/SweeneyMem/Fell","652250001425","MSU","Gift Aid","MSU_GiftAid"
"7K05L","CANR/GuyerEnd/Fell","652250001440","MSU","Gift Aid","MSU_GiftAid"
"7K07L","CNS/Taita&ChengEnd/Fell","652250001445","MSU","Gift Aid","MSU_GiftAid"
"7K12L","CHM/BurrillFund/Fell","652250001455","MSU","Gift Aid","MSU_GiftAid"
"7K13L","CAN/CANR/Fell","652250001456","MSU","Gift Aid","MSU_GiftAid"
"7K15L","COEd/Graduate/Fell","652250001460","MSU","Gift Aid","MSU_GiftAid"
"7K16L","CNS/Biology/Fell","652250001461","MSU","Gift Aid","MSU_GiftAid"
"7K17L","CE/Engineering/Fell","652250001462","MSU","Gift Aid","MSU_GiftAid"
"7K21L","CANR/Forest/GusMurp/Fell","652250001470","MSU","Gift Aid","MSU_GiftAid"
"7K25L","COEd/PressleySch/Fell","652250001475","MSU","Gift Aid","MSU_GiftAid"
"7K26L","COEd/DicksonSch/Fell","652250001480","MSU","Gift Aid","MSU_GiftAid"
"7K47L","CNS/HotchkissEnd/Fell","652250001490","MSU","Gift Aid","MSU_GiftAid"
"7K48L","CANR/TannerEnd/Fell","652250001495","MSU","Gift Aid","MSU_GiftAid"
"7K49L","CAN/Agricultural/Fell","652250001496","MSU","Gift Aid","MSU_GiftAid"
"7K50L","CE/Teacher/Fell","652250001497","MSU","Gift Aid","MSU_GiftAid"
"7K53L","CE/Engineering/Fell","652250001501","MSU","Gift Aid","MSU_GiftAid"
"7K54L","CAN/Fisheries/Fell","652250001502","MSU","Gift Aid","MSU_GiftAid"
"7K55L","CSS/Economics/Fell","652250001503","MSU","Gift Aid","MSU_GiftAid"
"7K81L","GRAD/LemenseFamEnd/Fell","652250001505","MSU","Gift Aid","MSU_GiftAid"
"7K82L","CVM/Genetics/Fell","652250001506","MSU","Gift Aid","MSU_GiftAid"
"7M14L","GRAD/KruegerUDF/Fell","652250001515","MSU","Gift Aid","MSU_GiftAid"
"7M22L","CSS/Sociology/Fell","652250001521","MSU","Gift Aid","MSU_GiftAid"
"7M23L","CSS/Political/Fell","652250001522","MSU","Gift Aid","MSU_GiftAid"
"7M24L","CSS/Political/Fell","652250001523","MSU","Gift Aid","MSU_GiftAid"
"7M25L","GRAD/RoseEnd/Water/Fell","652250001525","MSU","Gift Aid","MSU_GiftAid"
"7M26L","CNS/Plant/Fell","652250001526","MSU","Gift Aid","MSU_GiftAid"
"7M27L","CNS/Biology/Fell","652250001527","MSU","Gift Aid","MSU_GiftAid"
"7M28L","Vet/Medicine/Fell","652250001528","MSU","Gift Aid","MSU_GiftAid"
"7M29L","CE/Computer/Fell","652250001529","MSU","Gift Aid","MSU_GiftAid"
"7M40L","CAN/Wildlife/Fell","652250001531","MSU","Gift Aid","MSU_GiftAid"
"7M42L","JMAD/KussyMem/Fell","652250001535","MSU","Gift Aid","MSU_GiftAid"
"7M43L","CE/Mechanical/Fell","652250001536","MSU","Gift Aid","MSU_GiftAid"
"7M44L","CE/Engineering/Fell","652250001537","MSU","Gift Aid","MSU_GiftAid"
"7M48L","CNS/BesseyMem/Fell","652250001540","MSU","Gift Aid","MSU_GiftAid"
"7M49L","CAN/Entomology/Fell","652250001541","MSU","Gift Aid","MSU_GiftAid"
"7M74L","COEd/A-SEnd/Fell","652250001545","MSU","Gift Aid","MSU_GiftAid"
"7M73L","CNS/Asstronomy/Fell","652250001546","MSU","Gift Aid","MSU_GiftAid"
"7M72L","CAL/Romance/Fell","652250001547","MSU","Gift Aid","MSU_GiftAid"
"7M75L","CNS/GeoSci/AlumSCSC/Fell","652250001550","MSU","Gift Aid","MSU_GiftAid"
"7M97L","CAN/Soil/Fell","652250001561","MSU","Gift Aid","MSU_GiftAid"
"7N01L","CANR/TurkEnd/Fell","652250001565","MSU","Gift Aid","MSU_GiftAid"
"7N03L","CNS/Biology/Fell","652250001566","MSU","Gift Aid","MSU_GiftAid"
"7N05L","CSS/Work/Fell","652250001571","MSU","Gift Aid","MSU_GiftAid"
"7N06L","CSS/Social/Fell","652250001572","MSU","Gift Aid","MSU_GiftAid"
"7N31L","CAN/Forestry/Fell","652250001581","MSU","Gift Aid","MSU_GiftAid"
"7N44L","COEn/TaylorEnd/Fell","652250001585","MSU","Gift Aid","MSU_GiftAid"
"7N45L","CANR/CharlesKao/Fell","652250001590","MSU","Gift Aid","MSU_GiftAid"
"7N46L","CAN/Horticulture/Fell","652250001591","MSU","Gift Aid","MSU_GiftAid"
"7N47L","COEn/BogueEnd/Fell","652250001595","MSU","Gift Aid","MSU_GiftAid"
"7N48L","CAN/Forest/Fell","652250001596","MSU","Gift Aid","MSU_GiftAid"
"7N61L","CANR/CampbellEnd/Fell","652250001605","MSU","Gift Aid","MSU_GiftAid"
"7N60L","CSS/Economics/Fell","652250001606","MSU","Gift Aid","MSU_GiftAid"
"7N63L","CNS/Chem/LdrshpSCSC/Fell","652250001610","MSU","Gift Aid","MSU_GiftAid"
"7N64L","COM/Medicine/Fell","652250001611","MSU","Gift Aid","MSU_GiftAid"
"7N65L","CSS/Psychology/Fell","652250001612","MSU","Gift Aid","MSU_GiftAid"
"7N66L","CHM/Biostatistics/Fell","652250001613","MSU","Gift Aid","MSU_GiftAid"
"7N73L","CANR/GustafsonEnd/Fell","652250001615","MSU","Gift Aid","MSU_GiftAid"
"7N75L","CNS/KBS/StdRsh/Fell","652250001625","MSU","Gift Aid","MSU_GiftAid"
"7N76L","BCB/Management/Fell","652250001626","MSU","Gift Aid","MSU_GiftAid"
"7N77L","CAN/Entomology/Fell","652250001627","MSU","Gift Aid","MSU_GiftAid"
"7N87L","CNS/BioChem/Watson/Fell","652250001635","MSU","Gift Aid","MSU_GiftAid"
"7N88L","CNS/ByerrumEnd/Fell","652250001640","MSU","Gift Aid","MSU_GiftAid"
"7N91L","CANR/ArmitageEnd/Fell","652250001650","MSU","Gift Aid","MSU_GiftAid"
"7N92L","COE/Kinesiology/Fell","652250001651","MSU","Gift Aid","MSU_GiftAid"
"7N93L","COE/Chem/Fell","652250001652","MSU","Gift Aid","MSU_GiftAid"
"7N95L","Grad/GLFisheries/Fell","652250001660","MSU","Gift Aid","MSU_GiftAid"
"7N97L","CAN/Microbial/Fell","652250001666","MSU","Gift Aid","MSU_GiftAid"
"7N98L","CNS/Physic/Krauss/Fell","652250001670","MSU","Gift Aid","MSU_GiftAid"
"7P02L","CNS/Inorg/Pinnavaia/Fell","652250001675","MSU","Gift Aid","MSU_GiftAid"
"7P03L","CAN/Soil/Fell","652250001676","MSU","Gift Aid","MSU_GiftAid"
"7P08L","GRAD/PeckensHood/Fell","652250001680","MSU","Gift Aid","MSU_GiftAid"
"7P10L","CN/Nursing/Fell","652250001686","MSU","Gift Aid","MSU_GiftAid"
"7P12L","CNS/GeoSci/Flory/Fell","652250001690","MSU","Gift Aid","MSU_GiftAid"
"7P14L","CNS/GeoSci/Disc/Fell","652250001695","MSU","Gift Aid","MSU_GiftAid"
"7P16L","CNS/WilbandSch/Fell","652250001700","MSU","Gift Aid","MSU_GiftAid"
"7P17L","CE/Engineer/Fell","652250001701","MSU","Gift Aid","MSU_GiftAid"
"7P19L","UNIV/Outreach/Fell","652250001706","MSU","Gift Aid","MSU_GiftAid"
"7P20L","CNS/Program/Fell","652250001707","MSU","Gift Aid","MSU_GiftAid"
"7P21L","CAN/Enginee/Fell","652250001708","MSU","Gift Aid","MSU_GiftAid"
"7P22L","CSS/Political/Fell","652250001709","MSU","Gift Aid","MSU_GiftAid"
"7P29L","COEN/ChemEng/Kirby/Fell","652250001710","MSU","Gift Aid","MSU_GiftAid"
"7P30L","CE/Engineering/Fell","652250001711","MSU","Gift Aid","MSU_GiftAid"
"7P31L","CAN/Animal/Fell","652250001712","MSU","Gift Aid","MSU_GiftAid"
"7P32L","CNS/Chem/Fell","652250001713","MSU","Gift Aid","MSU_GiftAid"
"7P34L","CANR/Uebersax/Fell","652250001715","MSU","Gift Aid","MSU_GiftAid"
"7P44L","Media/Contest/Fell","652250001726","MSU","Gift Aid","MSU_GiftAid"
"7P46L","CANR/Entomo/Merritt/Fell","652250001730","MSU","Gift Aid","MSU_GiftAid"
"7P48L","CANR/Hoopingarner/Fell","652250001735","MSU","Gift Aid","MSU_GiftAid"
"7P49L","CE/Civil/Fell","652250001736","MSU","Gift Aid","MSU_GiftAid"
"7P50L","CAN/Plant/Fell","652250001737","MSU","Gift Aid","MSU_GiftAid"
"7P54L","CSS/SweetEndowProf/Fell","652250001740","MSU","Gift Aid","MSU_GiftAid"
"7P53L","CSS/Geography/Fell","652250001741","MSU","Gift Aid","MSU_GiftAid"
"7P52L","CAL/Theatre/Fell","652250001742","MSU","Gift Aid","MSU_GiftAid"
"7P65L","EBCB/RendallScholar/Fell","652250001745","MSU","Gift Aid","MSU_GiftAid"
"7P66L","CE/Mechanical/Fell","652250001746","MSU","Gift Aid","MSU_GiftAid"
"7P67L","CSS/Economics/Fell","652250001747","MSU","Gift Aid","MSU_GiftAid"
"7P71L","EBCB/LakeMBAScholar/Fell","652250001750","MSU","Gift Aid","MSU_GiftAid"
"7P72L","EBCB/BocianProject/Fell","652250001755","MSU","Gift Aid","MSU_GiftAid"
"7P75L","COED/WillaNorris/Fell","652250001765","MSU","Gift Aid","MSU_GiftAid"
"7P76L","CE/Engineer/Fell","652250001766","MSU","Gift Aid","MSU_GiftAid"
"7P77L","CSS/Sociology/Fell","652250001767","MSU","Gift Aid","MSU_GiftAid"
"7P82L","CANR/LaurenceMaison/Fell","652250001770","MSU","Gift Aid","MSU_GiftAid"
"7P81L","CNS/Chemistry/Fell","652250001771","MSU","Gift Aid","MSU_GiftAid"
"7Q76L","PAA/BerdingEndowmnt/Fell","652250001780","MSU","Gift Aid","MSU_GiftAid"
"7Q77L","CANR/MikaScholar/Fell","652250001785","MSU","Gift Aid","MSU_GiftAid"
"7Q78L","CAN/Sustain/Fell","652250001786","MSU","Gift Aid","MSU_GiftAid"
"7Q79L","CAN/Microbial/Fell","652250001787","MSU","Gift Aid","MSU_GiftAid"
"7Q80L","CSS/Sociology/Fell","652250001788","MSU","Gift Aid","MSU_GiftAid"
"7Q81L","ISP/DeliaKooScholar/Fell","652250001790","MSU","Gift Aid","MSU_GiftAid"
"7Q82L","CVM/Medicine/Fell","652250001791","MSU","Gift Aid","MSU_GiftAid"
"7Q83L","CE/Counseling/Fell","652250001792","MSU","Gift Aid","MSU_GiftAid"
"7Q87L","CAL/SomersEndowment/Fell","652250001795","MSU","Gift Aid","MSU_GiftAid"
"7Q88L","CNS/Astronomy/Fell","652250001796","MSU","Gift Aid","MSU_GiftAid"
"7Q89L","CHM/Medicine/Fell","652250001797","MSU","Gift Aid","MSU_GiftAid"
"7Q93L","CVM/Veterinary/Fell","652250001806","MSU","Gift Aid","MSU_GiftAid"
"7Q94L","CAN/Science/Fell","652250001807","MSU","Gift Aid","MSU_GiftAid"
"7Q95L","CNS/Biochemistry/Fell","652250001808","MSU","Gift Aid","MSU_GiftAid"
"7R00L","CNS/HTGrahamScholar/Fell","652250001820","MSU","Gift Aid","MSU_GiftAid"
"7R02L","CANR/ThompsonEndow/Fell","652250001825","MSU","Gift Aid","MSU_GiftAid"
"7R03L","CE/Teacher/Fell","652250001826","MSU","Gift Aid","MSU_GiftAid"
"7R12L","CSS/ThompsonEndow/Fell","652250001830","MSU","Gift Aid","MSU_GiftAid"
"7R14L","CNS/CowenFamily/Fell","652250001840","MSU","Gift Aid","MSU_GiftAid"
"7R20L","CNS/ZwengGradAward/Fell","652250001845","MSU","Gift Aid","MSU_GiftAid"
"7R21L","CE/Educ/Psych/Fell","652250001846","MSU","Gift Aid","MSU_GiftAid"
"7R22L","CSS/Development/Fell","652250001847","MSU","Gift Aid","MSU_GiftAid"
"7R31L","CSS/PowellAward/Fell","652250001850","MSU","Gift Aid","MSU_GiftAid"
"7R35L","CNS/Neuro/Fell","652250001856","MSU","Gift Aid","MSU_GiftAid"
"7R39L","EBCB/EddyScholarFnd/Fell","652250001860","MSU","Gift Aid","MSU_GiftAid"
"7R51L","CANR/EversonGrad/Fell","652250001865","MSU","Gift Aid","MSU_GiftAid"
"7R52L","CSS/Psychology/Fell","652250001866","MSU","Gift Aid","MSU_GiftAid"
"7R65L","CANR/SchmidHonorFnd/Fell","652250001870","MSU","Gift Aid","MSU_GiftAid"
"7R66L","CANR/DSHagiwara/Fell","652250001875","MSU","Gift Aid","MSU_GiftAid"
"7R67L","CANR/AlbertAWhite/Fell","652250001880","MSU","Gift Aid","MSU_GiftAid"
"7R68L","CNS/Biology/Fell","652250001881","MSU","Gift Aid","MSU_GiftAid"
"7R79L","COED/ElaineTripi/Fell","652250001885","MSU","Gift Aid","MSU_GiftAid"
"7R87L","COEN/DellEndowed/Fell","652250001890","MSU","Gift Aid","MSU_GiftAid"
"7X87L","CE/Mechanical/Engin/Fell","652250001891","MSU","Gift Aid","MSU_GiftAid"
"7Y87L","EB/Accounting/Info/Fell","652250001892","MSU","Gift Aid","MSU_GiftAid"
"7Q10L","CAN/Anim/Science/Fell","652250001896","MSU","Gift Aid","MSU_GiftAid"
"7062L","R&MGintherGraduate/Fell","652250001900","MSU","Gift Aid","MSU_GiftAid"
"7553L","AgEcon/CANR/Fellow","652250001910","MSU","Gift Aid","MSU_GiftAid"
"7621L","Stat&Prob/Hark/CNS/Fell","652250001920","MSU","Gift Aid","MSU_GiftAid"
"7783L","Betolacini/Chem/CNS/Fell","652250001930","MSU","Gift Aid","MSU_GiftAid"
"7A65L","Lawton/Crop&S/CANR/Fell","652250001940","MSU","Gift Aid","MSU_GiftAid"
"7A66L","CNS/Statistics/Fell","652250001941","MSU","Gift Aid","MSU_GiftAid"
"7B26L","CE/Counseling/Fell","652250001956","MSU","Gift Aid","MSU_GiftAid"
"7B35L","BUS/BroadSchFund/Fell","652250001970","MSU","Gift Aid","MSU_GiftAid"
"7B36L","BUS/MBA/Chapman/Fell","652250001975","MSU","Gift Aid","MSU_GiftAid"
"7B37L","CAN/Agricultural/Fell","652250001976","MSU","Gift Aid","MSU_GiftAid"
"7B47L","CNS/Natural/Fell","652250001996","MSU","Gift Aid","MSU_GiftAid"
"7B52L","CAN/Biosystems/Fell","652250002016","MSU","Gift Aid","MSU_GiftAid"
"7B53L","CAN/Agricultural/Fell","652250002017","MSU","Gift Aid","MSU_GiftAid"
"7B68L","CCAS/BrandtExcel/Fell","652250002020","MSU","Gift Aid","MSU_GiftAid"
"7B82L","ISP/KoreanStdy/Cho/Fell","652250002025","MSU","Gift Aid","MSU_GiftAid"
"7B93L","GRAD/FitzgeraldEnd/Fell","652250002030","MSU","Gift Aid","MSU_GiftAid"
"7C05L","CANR/TiedjeTrvlAwd/Fell","652250002035","MSU","Gift Aid","MSU_GiftAid"
"7C08L","CSS/Political/Fell","652250002041","MSU","Gift Aid","MSU_GiftAid"
"7C18L","BUS/Acctg/PalmerEnd/Fell","652250002045","MSU","Gift Aid","MSU_GiftAid"
"7C39L","CNS/MasaniPrz/Prob/Fell","652250002055","MSU","Gift Aid","MSU_GiftAid"
"7C40L","CAN/Plant/Fell","652250002056","MSU","Gift Aid","MSU_GiftAid"
"7C70L","CANR/Mynsberge/Rsh/Fell","652250002060","MSU","Gift Aid","MSU_GiftAid"
"7G70L","CNS/Statistics/Prob/Fell","652250002061","MSU","Gift Aid","MSU_GiftAid"
"7H70L","CE/Electrical/Engin/Fell","652250002062","MSU","Gift Aid","MSU_GiftAid"
"7J70L","CE/ElectricalEngr/Fell","652250002063","MSU","Gift Aid","MSU_GiftAid"
"7K70L","CAN/Immun/Sustain/Fell","652250002064","MSU","Gift Aid","MSU_GiftAid"
"7C81L","PROV/ChineseStdGrnt/Fell","652250002065","MSU","Gift Aid","MSU_GiftAid"
"7J71L","CSS/Economic/Fell","652250002066","MSU","Gift Aid","MSU_GiftAid"
"7G71L","CNS/Science/Fell","652250002067","MSU","Gift Aid","MSU_GiftAid"
"7K71L","CAL/Art/Fell","652250002068","MSU","Gift Aid","MSU_GiftAid"
"7K72L","CE/Psych/Fell","652250002069","MSU","Gift Aid","MSU_GiftAid"
"7C89L","ISP/MeeceEndow/Fell","652250002080","MSU","Gift Aid","MSU_GiftAid"
"7C93L","GRAD/KlomparensEnd/Fell","652250002095","MSU","Gift Aid","MSU_GiftAid"
"7D04L","CNS/Chem/TallerEnd/Fell","652250002100","MSU","Gift Aid","MSU_GiftAid"
"7D23L","COEn/CompSci/Fell","652250002115","MSU","Gift Aid","MSU_GiftAid"
"7D24L","ISP/Higbee/Fell","652250002120","MSU","Gift Aid","MSU_GiftAid"
"7G68L","ISP/ShahEnd/India/Fell","652250002125","MSU","Gift Aid","MSU_GiftAid"
"7K09L","CVM/WitterSCSC/Fell","652250002135","MSU","Gift Aid","MSU_GiftAid"
"7M55L","CNS/PHY-AST/StdAsst/Fell","652250002145","MSU","Gift Aid","MSU_GiftAid"
"7M56L","CAL/English/Fell","652250002146","MSU","Gift Aid","MSU_GiftAid"
"7M57L","CSS/History/Fell","652250002147","MSU","Gift Aid","MSU_GiftAid"
"7M58L","CE/Civil/Fell","652250002148","MSU","Gift Aid","MSU_GiftAid"
"7M59L","CNS/Microbiology/Fell","652250002149","MSU","Gift Aid","MSU_GiftAid"
"7N09L","BUS/Acctg/MainStEnd/Fell","652250002150","MSU","Gift Aid","MSU_GiftAid"
"7N10L","CSS/Sociology/Fell","652250002151","MSU","Gift Aid","MSU_GiftAid"
"7N86L","GRAD/LdrInnTeach/Fell","652250002155","MSU","Gift Aid","MSU_GiftAid"
"7P36L","CE/Counseling/Fell","652250002166","MSU","Gift Aid","MSU_GiftAid"
"7P37L","CVM/Pharmacology/Fell","652250002167","MSU","Gift Aid","MSU_GiftAid"
"7R07L","CANR/HarpsteadEndow/Fell","652250002170","MSU","Gift Aid","MSU_GiftAid"
"7070L","COE/Couns/Ed/Psy/Fel","652251500119","MSU","Gift Aid","MSU_GiftAid"
"7000L","CANR/SMEPAward/Fellow","652255000000","MSU","Gift Aid","MSU_GiftAid"
"7001L","CSS/HDFSResearch/Fellow","652255000005","MSU","Gift Aid","MSU_GiftAid"
"7002L","AGNR/PlanDesn/Fellowship","652255000006","MSU","Gift Aid","MSU_GiftAid"
"7003L","ChemEngr/Fellowship","652255000007","MSU","Gift Aid","MSU_GiftAid"
"7004L","AGNR/FishWildLf/Fell","652255000008","MSU","Gift Aid","MSU_GiftAid"
"7006L","MilBErick/Grad Sch/Fello","652255000010","MSU","Gift Aid","MSU_GiftAid"
"7009L","Arts&LettersDean/Fell","652255000011","MSU","Gift Aid","MSU_GiftAid"
"7320L","SocSci/Histry/Fell","652255000012","MSU","Gift Aid","MSU_GiftAid"
"7A36L","SocSci/Psych/Fell","652255000013","MSU","Gift Aid","MSU_GiftAid"
"7010L","UnivProvost/Outrch/Fell","652255000014","MSU","Gift Aid","MSU_GiftAid"
"7014L","CNS/NatSciDean/FEell","652255000017","MSU","Gift Aid","MSU_GiftAid"
"7015L","SocSci/HIstory/Fell","652255000018","MSU","Gift Aid","MSU_GiftAid"
"7011L","Provost/NCSUE/Fell","652255000020","MSU","Gift Aid","MSU_GiftAid"
"7018L","COL/ADV15/Fell","652255000021","MSU","Gift Aid","MSU_GiftAid"
"7012L","S&S/Phy/CNS/Fellow","652255000030","MSU","Gift Aid","MSU_GiftAid"
"7073L","CNS/Physiology/Fell","652255000031","MSU","Gift Aid","MSU_GiftAid"
"7020L","Contingency/GOF/Fellow","652255000045","MSU","Gift Aid","MSU_GiftAid"
"7021L","AGNR/PlanDesn/Fellowship","652255000046","MSU","Gift Aid","MSU_GiftAid"
"7025L","ENGR/MechEngr/Fellowship","652255000047","MSU","Gift Aid","MSU_GiftAid"
"7028L","AGNR/PlanDesn/Fellowship","652255000048","MSU","Gift Aid","MSU_GiftAid"
"7031L","AGRN/PlantSoil/Fellowship","652255000049","MSU","Gift Aid","MSU_GiftAid"
"7022L","S&S/Dean/Nursing/Fellow","652255000050","MSU","Gift Aid","MSU_GiftAid"
"7032L","ENGR/ComptrSci/Fellowshp","652255000051","MSU","Gift Aid","MSU_GiftAid"
"7040L","CNS/NatSciDean/Fellowshi","652255000052","MSU","Gift Aid","MSU_GiftAid"
"7041L","APUO/UOE/Fellowship","652255000053","MSU","Gift Aid","MSU_GiftAid"
"7042L","ENGR/ChemEng/Fell","652255000054","MSU","Gift Aid","MSU_GiftAid"
"7049L","CSS/Anthrop/Fellowship","652255000056","MSU","Gift Aid","MSU_GiftAid"
"7051L","AGNR/FishWldlf/Fell","652255000057","MSU","Gift Aid","MSU_GiftAid"
"7052L","AGNR/FishWldlf/Fell","652255000058","MSU","Gift Aid","MSU_GiftAid"
"7058L","ENGR/ChemEngr/Fell","652255000059","MSU","Gift Aid","MSU_GiftAid"
"7066L","AGNR/HORT/FELL","652255000062","MSU","Gift Aid","MSU_GiftAid"
"7029L","S&S/Dean/CSS/Fellowship","652255000065","MSU","Gift Aid","MSU_GiftAid"
"7067L","Broad/Finance/Fellowship","652255000071","MSU","Gift Aid","MSU_GiftAid"
"7030L","King-Parks/GS","652255000075","MSU","Gift Aid","MSU_GiftAid"
"7033L","History/CA&L/Fellowship","652255000080","MSU","Gift Aid","MSU_GiftAid"
"7035L","Accounting/CB","652255000085","MSU","Gift Aid","MSU_GiftAid"
"7044L","ResearchActivities/Fell","652255000095","MSU","Gift Aid","MSU_GiftAid"
"7046L","ResearchActivities/Fell","652255000100","MSU","Gift Aid","MSU_GiftAid"
"7047L","Disc/An Sci/CANR/Fellow","652255000105","MSU","Gift Aid","MSU_GiftAid"
"7050L","Sup&Ser/IntlProg/Fellow","652255000115","MSU","Gift Aid","MSU_GiftAid"
"7053L","Disc./Dean/Ed/Fellowship","652255000120","MSU","Gift Aid","MSU_GiftAid"
"7054L","Special Allow/GS","652255000125","MSU","Gift Aid","MSU_GiftAid"
"7060L","Disc/Advert/CCAS/Fellow","652255000130","MSU","Gift Aid","MSU_GiftAid"
"7064L","Sup&Ser/Dean/EBCB/Fellow","652255000150","MSU","Gift Aid","MSU_GiftAid"
"7069L","Biochem/S&S/COM/Fell","652255000155","MSU","Gift Aid","MSU_GiftAid"
"7076L","Rsh/Ento/AgEx/Fellow","652255000165","MSU","Gift Aid","MSU_GiftAid"
"7084L","CAL/EnglishRsh/Fell","652255000175","MSU","Gift Aid","MSU_GiftAid"
"7086L","ChemEngr/Engr/Fellowship","652255000185","MSU","Gift Aid","MSU_GiftAid"
"7090G","MCF Scholar Tuition/Grad","652255000205","MSU","Gift Aid","MSU_GiftAid"
"7090L","MCF Scholar Misc","652255000220","MSU","Gift Aid","MSU_GiftAid"
"7096L","CEPSE/Discretionary/Fell","652255000225","MSU","Gift Aid","MSU_GiftAid"
"7101L","CCAS/ResearchFellow/Fell","652255000230","MSU","Gift Aid","MSU_GiftAid"
"7103L","GraduateFellowships/Fell","652255000235","MSU","Gift Aid","MSU_GiftAid"
"7108L","Provost/Outreach/Fell","652255000246","MSU","Gift Aid","MSU_GiftAid"
